name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
Ho+2,Ho+2,Ho+2,aq,SSWS97,NA,11/13/1997,cal,-96900,-94200,-4.3,-11.1,-15.6,0.0094,-7.7516,8.781,-2.4584,9.9946,-5.2956,1.1216,2,4,0,-1.0000 Ho+2 0.5000 H2O 1.0000 Ho+3 -1.0000 H+ -0.2500 O2(g),aux,Ho+2 ,inorganic_aq,
Er+2,Er+2,Er+2,aq,SSWS97,NA,11/13/1997,cal,-91600,-89150,-5.5,-10.9,-15.8,-0.0104,-7.7996,8.7981,-2.4565,10.315,-5.2548,1.1437,2,3,0,-1.0000 Er+2 -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Er+3,aux,Er+2 ,inorganic_aq,
Tm+2,Tm+2,Tm+2,aq,SSWS97,NA,11/13/1997,cal,-107600,-105600,-6.7,-10.6,-16.1,-0.0464,-7.8863,8.8296,-2.4529,10.6286,-5.1937,1.1587,2,5,0,-1.0000 Tm+2 -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Tm+3,aux,Tm+2 ,inorganic_aq,
Yb+2,Yb+2,Yb+2,aq,SSWS97,NA,11/13/1997,cal,-128500,-126800,-11.2,-9.8,-16.9,-0.1323,-8.098,8.9173,-2.4441,11.7413,-5.0308,1.2285,2,4.5,0,-1.0000 Yb+2 -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Yb+3,aux,Yb+2 ,inorganic_aq,
Ce+4,Ce+4,Ce+4,aq,SSWS97,NA,11/13/1997,cal,-121300,-137700,-100.1,0.1,-53.3,-4.2792,-18.2247,12.8996,-2.0255,40.279,-3.0141,3.6964,4,3,0,-1.0000 Ce+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Ce+3,aux,Ce+4 ,inorganic_aq,
Pr+4,Pr+4,Pr+4,aq,SSWS97,NA,11/13/1997,cal,-72700,-88700,-98.5,0.6,-53.2,-4.2742,-18.2128,12.8958,-2.026,40.3357,-2.9123,3.6707,4,5,0,-1.0000 Pr+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Pr+3,aux,Pr+4 ,inorganic_aq,
Nd+4,Nd+4,Nd+4,aq,SSWS97,NA,11/13/1997,cal,-47000,-62900,-98.7,0.5,-53.2,-4.2742,-18.2128,12.8958,-2.026,40.2772,-2.9327,3.6707,4,5,0,-1.0000 Nd+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Nd+3,aux,Nd+4 ,inorganic_aq,
Pm+4,Pm+4,Pm+4,aq,SSWS97,NA,11/13/1997,cal,-34200,-50400,-99.7,0.2,-53.3,-4.2836,-18.2319,12.8955,-2.0252,40.2193,-2.9938,3.6835,4,5,0,-1.0000 Pm+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Pm+3,aux,Pm+4 ,inorganic_aq,
Sm+4,Sm+4,Sm+4,aq,SSWS97,NA,11/13/1997,cal,-39900,-56400,-101.1,-0.2,-53.4,-4.2886,-18.25,12.9154,-2.0244,40.2222,-3.0752,3.7093,4,5,0,-1.0000 Sm+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Sm+3,aux,Sm+4 ,inorganic_aq,
Eu+4,Eu+4,Eu+4,aq,SSWS97,NA,11/13/1997,cal,5000,-12700,-103.3,-0.9,-53.6,-4.3071,-18.2951,12.9322,-2.0226,40.0515,-3.2178,3.7353,4,3,0,-1.0000 Eu+4 -1.0000 H2O 1.0000 Eu+2 2.0000 H+ 0.5000 O2(g),aux,Eu+4 ,inorganic_aq,
Tb+4,Tb+4,Tb+4,aq,SSWS97,NA,11/13/1997,cal,-88200,-105900,-104.2,-1.2,-53.7,-4.3164,-18.3144,12.933,-2.0218,39.9963,-3.2789,3.7484,4,5,0,-1.0000 Tb+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Tb+3,aux,Tb+4 ,inorganic_aq,
Dy+4,Dy+4,Dy+4,aq,SSWS97,NA,11/13/1997,cal,-55700,-73400,-104,-1.1,-53.7,-4.3164,-18.3144,12.933,-2.0218,40.055,-3.2586,3.7484,4,3,0,-1.0000 Dy+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Dy+3,aux,Dy+4 ,inorganic_aq,
Er+4,Er+4,Er+4,aq,SSWS97,NA,11/13/1997,cal,-28100,-45900,-104.7,-1.4,-53.8,-4.3256,-18.3402,12.9496,-2.0207,40.0003,-3.3197,3.7615,4,3,0,-1.0000 Er+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Er+3,aux,Er+4 ,inorganic_aq,
Tm+4,Tm+4,Tm+4,aq,SSWS97,NA,11/13/1997,cal,-30100,-48300,-105.6,-1.6,-53.9,-4.3349,-18.3596,12.9511,-2.0199,40.0047,-3.3604,3.7747,4,5,0,-1.0000 Tm+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Tm+3,aux,Tm+4 ,inorganic_aq,
Yb+4,Yb+4,Yb+4,aq,SSWS97,NA,11/13/1997,cal,3800,-13600,-106.6,-1.9,-54,-4.3441,-18.3854,12.9683,-2.0188,39.9511,-3.4215,3.788,4,5,0,-1.0000 Yb+4 1.0000 H+ 0.2500 O2(g) -0.5000 H2O 1.0000 Yb+3,aux,Yb+4 ,inorganic_aq,
Lu+4,Lu+4,Lu+4,aq,SSWS97,NA,11/13/1997,cal,27000,9800,-108,-2.4,-54.1,-4.3487,-18.3921,12.9608,-2.0186,39.9042,-3.5234,3.8147,4,5,0,-1.0000 Lu+4 -0.5000 H2O 1.0000 Lu+3 1.0000 H+ 0.2500 O2(g),aux,Lu+4 ,inorganic_aq,
LiOH,LiOH,LiOH,aq,SSWS97,NA,11/13/1997,cal,-108000,-121500,1.9,6.8,3.8,2.2749,-2.2242,6.6181,-2.687,9.8752,-1.6493,-0.03,0,4,0,-1.0000 LiOH -1.0000 H+ 1.0000 Li+ 1.0000 H2O,,Li+ H+ O-2,inorganic_aq,
NaOH,NaOH,NaOH,aq,SSWS97,NA,11/13/1997,cal,-99900,-112300,10.7,-3.2,3.5,2.2338,-2.3287,6.6683,-2.6826,4.0146,-3.6863,-0.03,0,3,0,-1.0000 NaOH -1.0000 H+ 1.0000 H2O 1.0000 Na+,,Na+ H+ O-2,inorganic_aq,
KOH,KOH,KOH,aq,SSWS97,NA,11/13/1997,cal,-104500,-120200,25.9,-20.5,14.9,3.7938,1.4839,5.1619,-2.8402,-6.124,-7.2104,-0.03,0,4,0,-1.0000 KOH -1.0000 H+ 1.0000 H2O 1.0000 K+,,K+ H+ O-2,inorganic_aq,
RbOH,RbOH,RbOH,aq,SSWS97,NA,11/13/1997,cal,-105100,-113000,32,-27.5,20.7,4.5875,3.4168,4.4132,-2.9202,-10.2264,-8.6363,-0.03,0,4,0,-1.0000 RbOH -1.0000 H+ 1.0000 Rb+ 1.0000 H2O,,Rb+ O-2 H+,inorganic_aq,
CsOH,CsOH,CsOH,aq,SSWS97,NA,11/13/1997,cal,-105000,-112300,35.9,-31.9,28.6,5.6685,6.0571,3.374,-3.0293,-12.8052,-9.5325,-0.03,0,4,0,-1.0000 CsOH -1.0000 H+ 1.0000 Cs+ 1.0000 H2O,,Cs+ O-2 H+,inorganic_aq,
BeOH+,BeOH+,BeOH+,aq,SSWS97,NA,11/13/1997,cal,-139900,-153200,-17.9,29.4,2.1,2.3302,-2.0945,6.5792,-2.6923,30.9714,2.9542,0.8222,1,4,0,-1.0000 BeOH+ -1.0000 H+ 1.0000 Be+2 1.0000 H2O,,Be+2 O-2 H+,inorganic_aq,
BeO,BeO,BeO,aq,SSWS97,NA,11/13/1997,cal,-128600,-144100,-25.1,13.1,1,1.8917,-3.1609,6.9887,-2.6482,13.5675,-0.366,-0.03,0,4,0,-1.0000 BeO -2.0000 H+ 1.0000 Be+2 1.0000 H2O,,Be+2 O-2,inorganic_aq,
HBeO2-,HBeO2-,HBeO2-,aq,SSWS97,NA,11/13/1997,cal,-172200,-206700,-33.3,51.9,3.4,2.9518,-0.5719,5.9708,-2.7553,56.2537,7.5374,2.1351,-1,4,0,-1.0000 HBeO2- -3.0000 H+ 1.0000 Be+2 2.0000 H2O,,Be+2 H+ 2O-2,inorganic_aq,
BeO2-2,BeO2-2,BeO2-2,aq,SSWS97,NA,11/13/1997,cal,-152900,-189700,-41,-12.7,1.5,3.2657,0.1906,5.6788,-2.7868,34.0366,-5.6215,3.833,-2,4,0,-1.0000 BeO2-2 -4.0000 H+ 1.0000 Be+2 2.0000 H2O,,Be+2 2O-2,inorganic_aq,
MgOH+,MgOH+,MgOH+,aq,SSWS97,NA,11/13/1997,cal,-149255,-152955,-19.1,30.8,1.9,2.3105,-2.1365,6.5827,-2.6906,32.0008,3.2394,0.8449,1,4,0,-1.0000 MgOH+ 1.0000 H2O 1.0000 Mg+2 -1.0000 H+,,Mg+2 H+ O-2,inorganic_aq,
CaOH+,CaOH+,CaOH+,aq,SSWS97,NA,11/13/1997,cal,-171300,-179600,6.7,1.4,5.9,2.7243,-1.1303,6.1958,-2.7322,11.1286,-2.7493,0.4496,1,4,0,-1.0000 CaOH+ -1.0000 H+ 1.0000 Ca+2 1.0000 H2O,,Ca+2 H+ O-2,inorganic_aq,
SrOH+,SrOH+,SrOH+,aq,SSWS97,NA,11/13/1997,cal,-173300,-180000,14.6,-7.6,7.2,2.862,-0.7922,6.0586,-2.7462,4.7576,-4.5826,0.3306,1,4,0,-1.0000 SrOH+ -1.0000 H+ 1.0000 Sr+2 1.0000 H2O,,Sr+2 O-2 H+,inorganic_aq,
BaOH+,BaOH+,BaOH+,aq,SSWS97,NA,11/13/1997,cal,-172300,-175900,27.5,-22.4,9.2,3.07,-0.2825,5.8541,-2.7672,-5.7064,-7.5974,0.1362,1,4,0,-1.0000 BaOH+ -1.0000 H+ 1.0000 Ba+2 1.0000 H2O,,Ba+2 O-2 H+,inorganic_aq,
SnOH+,SnOH+,SnOH+,aq,SSWS97,NA,11/13/1997,cal,-58600,-63800,19.2,-12.9,7.9,2.9337,-0.6181,5.9928,-2.7533,0.9969,-5.6622,0.2595,1,4,0,-1.0000 SnOH+ -1.0000 H+ 1.0000 Sn+2 1.0000 H2O,,Sn+2 O-2 H+,inorganic_aq,
HSnO2-,HSnO2-,HSnO2-,aq,SSWS97,NA,11/13/1997,cal,-97300,-122100,9.4,-45.4,14.1,4.1971,2.4678,4.7779,-2.8809,-6.7372,-12.2825,1.4874,-1,4,0,-1.0000 HSnO2- -3.0000 H+ 1.0000 Sn+2 2.0000 H2O,,Sn+2 H+ 2O-2,inorganic_aq,
PbOH+,PbOH+,PbOH+,aq,SSWS97,NA,11/13/1997,cal,-53950,-68900,-10,-20,3.4,2.4669,-1.76,6.4461,-2.7061,0.897,-7.1085,0.7003,1,4,0,-1.0000 PbOH+ -1.0000 H+ 1.0000 Pb+2 1.0000 H2O,,Pb+2 O-2 H+,inorganic_aq,
PbO,PbO,PbO,aq,SSWS97,NA,11/13/1997,cal,-39350,-44700,22,-42,8.3,2.8906,-0.7236,6.0351,-2.749,-18.7244,-11.5899,-0.03,0,4,0,-1.0000 PbO -2.0000 H+ 1.0000 Pb+2 1.0000 H2O,,Pb+2 O-2,inorganic_aq,
HPbO2-,HPbO2-,HPbO2-,aq,SSWS97,NA,11/13/1997,cal,-81000,-104200,18,-70,16.2,4.4403,3.0599,4.5482,-2.9054,-22.36,-17.2935,1.3566,-1,4,0,-1.0000 HPbO2- -3.0000 H+ 1.0000 Pb+2 2.0000 H2O,,Pb+2 H+ 2O-2,inorganic_aq,
BiOH+2,BiOH+2,BiOH+2,aq,SSWS97,NA,11/13/1997,cal,-32300,-44800,-19.5,-15,1.8,2.4693,-1.7539,6.4433,-2.7064,9.861,-6.09,1.3552,2,4,0,-1.0000 BiOH+2 -1.0000 H+ 1.0000 Bi+3 1.0000 H2O,,Bi+3 O-2 H+,inorganic_aq,
BiO+,BiO+,BiO+,aq,SSWS97,NA,11/13/1997,cal,-29300,-30300,19.1,-82.6,8,2.9487,-0.5825,5.981,-2.7548,-39.8159,-19.8601,0.2634,1,4,0,-1.0000 BiO+ -2.0000 H+ 1.0000 Bi+3 1.0000 H2O,,Bi+3 O-2,inorganic_aq,
HBiO2,HBiO2,HBiO2,aq,SSWS97,NA,11/13/1997,cal,-79300,-86300,54.6,-148.5,25.4,5.2306,4.9892,3.7912,-2.9852,-81.1398,-33.284,-0.03,0,4,0,-1.0000 HBiO2 -3.0000 H+ 1.0000 Bi+3 2.0000 H2O,,Bi+3 H+ 2O-2,inorganic_aq,
BiO2-,BiO2-,BiO2-,aq,SSWS97,NA,11/13/1997,cal,-61700,-71600,45.1,-127.4,23,5.2319,4.992,3.7909,-2.9853,-59.7858,-28.9859,0.9456,-1,4,0,-1.0000 BiO2- -4.0000 H+ 1.0000 Bi+3 2.0000 H2O,,Bi+3 2O-2,inorganic_aq,
GaOH+2,GaOH+2,GaOH+2,aq,SSWS97,NA,11/13/1997,cal,-91100,-116700,-67.3,39.5,-5.9,1.6572,-3.7321,7.2107,-2.6246,48.387,5.0115,2.07,2,4,0,-1.0000 GaOH+2 -1.0000 H+ 1.0000 Ga+3 1.0000 H2O,,Ga+3 O-2 H+,inorganic_aq,
GaO+,GaO+,GaO+,aq,SSWS97,NA,11/13/1997,cal,-86600,-100900,-29.2,-27.5,0.2,2.1299,-2.5806,6.7629,-2.6722,-0.7503,-8.6363,0.9986,1,4,0,-1.0000 GaO+ -2.0000 H+ 1.0000 Ga+3 1.0000 H2O,,Ga+3 O-2,inorganic_aq,
HGaO2,HGaO2(AQ),HGaO2,aq,SSWS97,NA,11/13/1997,cal,-137300,-158600,2.9,-30.6,12.4,3.447,0.6328,5.506,-2.8051,-12.1716,-9.2677,-0.0439,0,4,0,-1.0000 HGaO2 -3.0000 H+ 1.0000 Ga+3 2.0000 H2O,,Ga+3 H+ 2O-2,inorganic_aq,
GaO2-,GaO2-,GaO2-,aq,SSWS97,NA,11/13/1997,cal,-128700,-153900,-10,-13.9,9.2,3.6247,1.0721,5.3221,-2.8232,14.3978,-5.8659,1.7777,-1,4,0,-1.0000 GaO2- -4.0000 H+ 1.0000 Ga+3 2.0000 H2O,,Ga+3 2O-2,inorganic_aq,
InOH+2,InOH+2,InOH+2,aq,SSWS97,NA,11/13/1997,cal,-74600,-94700,-44.7,13.8,-2.3,2.0372,-2.8058,6.8493,-2.6629,30.2531,-0.2234,1.7366,2,4,0,-1.0000 InOH+2 -1.0000 H+ 1.0000 In+3 1.0000 H2O,,In+3 O-2 H+,inorganic_aq,
InO+,InO+,InO+,aq,SSWS97,NA,11/13/1997,cal,-69400,-76900,-2.6,-57.8,4.5,2.5804,-1.4833,6.3385,-2.7176,-22.2654,-14.8084,0.5907,1,4,0,-1.0000 InO+ -2.0000 H+ 1.0000 In+3 1.0000 H2O,,In+3 O-2,inorganic_aq,
HInO2,HInO2,HInO2,aq,SSWS97,NA,11/13/1997,cal,-119800,-135100,27.2,-86,18.5,4.2864,2.6831,4.6987,-2.8898,-44.5111,-20.5527,-0.03,0,4,0,-1.0000 HInO2 -3.0000 H+ 1.0000 In+3 2.0000 H2O,,In+3 H+ 2O-2,inorganic_aq,
InO2-,InO2-,InO2-,aq,SSWS97,NA,11/13/1997,cal,-106700,-125300,15.9,-67.3,15.7,4.3832,2.9224,4.5983,-2.8997,-20.4685,-16.7435,1.3901,-1,4,0,-1.0000 InO2- -4.0000 H+ 1.0000 In+3 2.0000 H2O,,In+3 2O-2,inorganic_aq,
TlOH,TlOH,TlOH,aq,SSWS97,NA,11/13/1997,cal,-65550,-66660,32.5,-28.1,25,5.1759,4.8579,3.8372,-2.9797,-10.5781,-8.7585,-0.03,0,4,0,-1.0000 TlOH -1.0000 H+ 1.0000 Tl+ 1.0000 H2O,,Tl+ O-2 H+,inorganic_aq,
TlOH+2,TlOH+2,TlOH+2,aq,SSWS97,NA,11/13/1997,cal,-4500,-18800,-23.7,-10.2,1.1,2.3952,-1.9341,6.5118,-2.6989,13.2638,-5.1122,1.4192,2,4,0,-1.0000 TlOH+2 -1.0000 H+ 1.0000 Tl+3 1.0000 H2O,,Tl+3 O-2 H+,inorganic_aq,
TlO+,TlO+,TlO+,aq,SSWS97,NA,11/13/1997,cal,-3200,-5150,17.7,-81,7.7,2.9144,-0.6673,6.0161,-2.7513,-38.6952,-19.5343,0.2832,1,4,0,-1.0000 TlO+ -2.0000 H+ 1.0000 Tl+3 1.0000 H2O,,Tl+3 O-2,inorganic_aq,
HTlO2,HTlO2,HTlO2,aq,SSWS97,NA,11/13/1997,cal,-57600,-65600,53.1,-145.1,25,5.1759,4.8579,3.8372,-2.9797,-79.1473,-32.5914,-0.03,0,4,0,-1.0000 HTlO2 -3.0000 H+ 1.0000 Tl+3 2.0000 H2O,,Tl+3 H+ 2O-2,inorganic_aq,
TlO2-,TlO2-,TlO2-,aq,SSWS97,NA,11/13/1997,cal,-41600,-52500,43.5,-124.1,22.6,5.1854,4.883,3.8238,-2.9808,-57.6278,-28.3137,0.9699,-1,4,0,-1.0000 TlO2- -4.0000 H+ 1.0000 Tl+3 2.0000 H2O,,Tl+3 2O-2,inorganic_aq,
ScOH+2,ScOH+2,ScOH+2,aq,SSWS97,NA,11/13/1997,cal,-191000,-200700,-15.7,-19.3,-19.1,-0.4111,-8.7778,9.1827,-2.416,6.7806,-6.9659,1.2944,2,4,0,-1.0000 ScOH+2 -1.0000 H+ 1.0000 Sc+3 1.0000 H2O,,Sc+3 O-2 H+,inorganic_aq,
ScO+,ScO+,ScO+,aq,SSWS97,NA,11/13/1997,cal,-183600,-189800,-3.6,-56.7,-13.6,0.1089,-7.5069,8.6817,-2.4686,-21.4773,-14.5843,0.6063,1,4,0,-1.0000 ScO+ -2.0000 H+ 1.0000 Sc+3 1.0000 H2O,,Sc+3 O-2,inorganic_aq,
HScO2,HScO2,HScO2,aq,SSWS97,NA,11/13/1997,cal,-231600,-244300,30.3,-91.9,11.6,3.3422,0.377,5.6066,-2.7945,-47.9689,-21.7545,-0.03,0,4,0,-1.0000 HScO2 -3.0000 H+ 1.0000 Sc+3 2.0000 H2O,,Sc+3 H+ 2O-2,inorganic_aq,
ScO2-,ScO2-,ScO2-,aq,SSWS97,NA,11/13/1997,cal,-218100,-234100,19.2,-74.1,5.6,2.9831,-0.4979,5.9465,-2.7583,-24.9439,-18.1287,1.3369,-1,4,0,-1.0000 ScO2- -4.0000 H+ 1.0000 Sc+3 2.0000 H2O,,Sc+3 2O-2,inorganic_aq,
VOH+,VOH+,VOH+,aq,SSWS97,NA,11/13/1997,cal,-99800,-114100,-16.4,27.7,-26,-1.5223,-11.495,10.2591,-2.3037,29.7729,2.6079,0.8002,1,4,0,-1.0000 VOH+ -1.0000 H+ 1.0000 V+2 1.0000 H2O,,V+2 O-2 H+,inorganic_aq,
VOH+2,VOH+2,VOH+2,aq,SSWS97,NA,11/13/1997,cal,-111500,-119400,-10.6,-25.1,-16.8,-0.1213,-8.0707,8.9058,-2.4453,2.7011,-8.1474,1.2206,2,4,0,-1.0000 VOH+2 -1.0000 H+ 1.0000 V+3 1.0000 H2O,,V+3 O-2 H+,inorganic_aq,
VO+,VO+,VO+,aq,SSWS97,NA,11/13/1997,cal,-106100,-109400,4.9,-66.4,-36.8,-3.1084,-15.3641,11.7711,-2.1437,-28.327,-16.5602,0.4799,1,4,0,-1.0000 VO+ -2.0000 H+ 1.0000 V+3 1.0000 H2O,,V+3 O-2,inorganic_aq,
CrOH+2,CrOH+2,CrOH+2,aq,SSWS97,NA,11/13/1997,cal,-100500,-118600,-46.1,15.4,-36.6,-2.6482,-14.2423,11.3347,-2.1901,31.4127,0.1024,1.7607,2,4,0,-1.0000 CrOH+2 -1.0000 H+ 1.0000 Cr+3 1.0000 H2O,,Cr+3 O-2 H+,inorganic_aq,
CrO+,CrO+,CrO+,aq,SSWS97,NA,11/13/1997,cal,-92800,-105000,-26.3,-30.8,-23.8,-1.1728,-10.6385,9.9161,-2.3391,-3.1901,-9.3085,0.9437,1,4,0,-1.0000 CrO+ -2.0000 H+ 1.0000 Cr+3 1.0000 H2O,,Cr+3 O-2,inorganic_aq,
HCrO2,HCrO2,HCrO2,aq,SSWS97,NA,11/13/1997,cal,-138100,-157300,6,-37.7,-1.6,1.5359,-4.0259,7.3211,-2.6125,-16.2043,-10.714,-0.03,0,4,0,-1.0000 HCrO2 -3.0000 H+ 1.0000 Cr+3 2.0000 H2O,,Cr+3 H+ 2O-2,inorganic_aq,
CrO2-,CrO2-,CrO2-,aq,SSWS97,NA,11/13/1997,cal,-125300,-148300,-6.7,-20.7,-8.4,1.2013,-4.8403,7.635,-2.5788,10.0021,-7.2511,1.7331,-1,4,0,-1.0000 CrO2- -4.0000 H+ 1.0000 Cr+3 2.0000 H2O,,Cr+3 2O-2,inorganic_aq,
MnOH+,MnOH+,MnOH+,aq,SSWS97,NA,11/13/1997,cal,-97300,-106800,0.3,8.7,-11.9,0.3213,-6.9901,8.4821,-2.4899,16.2994,-1.2623,0.5464,1,4,0,-1.0000 MnOH+ -1.0000 H+ 1.0000 Mn+2 1.0000 H2O,,Mn+2 O-2 H+,inorganic_aq,
MnO,MnO,MnO,aq,SSWS97,NA,11/13/1997,cal,-81500,-99100,-2.5,-12.7,-13.1,-0.0376,-7.8656,8.8229,-2.4537,-1.5528,-5.6215,-0.03,0,4,0,-1.0000 MnO -2.0000 H+ 1.0000 Mn+2 1.0000 H2O,,Mn+2 O-2,inorganic_aq,
HMnO2-,HMnO2-,HMnO2-,aq,SSWS97,NA,11/13/1997,cal,-121000,-149900,-9.1,-3.3,-9.7,1.0354,-5.248,7.8003,-2.5619,20.5255,-3.7067,1.7685,-1,4,0,-1.0000 HMnO2- -3.0000 H+ 1.0000 Mn+2 2.0000 H2O,,Mn+2 H+ 2O-2,inorganic_aq,
MnO2-2,MnO2-2,MnO2-2,aq,SSWS97,NA,11/13/1997,cal,-102600,-133300,-15.2,-71.5,-13,1.1489,-4.9713,7.6937,-2.5734,-4.0375,-17.5991,3.4408,0,4,0,-1.0000 MnO2-2 -4.0000 H+ 1.0000 Mn+2 2.0000 H2O,,Mn+2 2O-2,inorganic_aq,
FeOH+,FeOH+,FeOH+,aq,SSWS97,NA,11/13/1997,cal,-65850,-78080,-10,15,-16.5,-0.2561,-8.4039,9.0457,-2.4315,21.4093,0.0209,0.7003,1,4,0,-1.0000 FeOH+ -1.0000 H+ 1.0000 Fe+2 1.0000 H2O,,Fe+2 O-2 H+,inorganic_aq,
FeO,FeO,FeO,aq,SSWS97,NA,11/13/1997,cal,-50720,-62950,-10,0,-16.5,-0.5029,-9.0053,9.2791,-2.4066,5.8901,-3.0345,-0.03,0,3,0,-1.0000 FeO -2.0000 H+ 1.0000 Fe+2 1.0000 H2O,,Fe+2 O-2,inorganic_aq,
HFeO2-,HFeO2-,HFeO2-,aq,SSWS97,NA,11/13/1997,cal,-95400,-125700,-15,22,-12.9,0.6272,-6.244,8.1905,-2.5208,36.1624,1.4468,1.8564,-1,4,0,-1.0000 HFeO2- -3.0000 H+ 1.0000 Fe+2 2.0000 H2O,,Fe+2 H+ 2O-2,inorganic_aq,
FeOH+2,FeOH+2,FeOH+2,aq,SSWS97,NA,11/13/1997,cal,-57800,-70000,-25.4,-8.2,-24.9,-1.1562,-10.6009,9.9077,-2.3407,14.6102,-4.7048,1.4382,2,4,0,-1.0000 FeOH+2 -1.0000 H+ 1.0000 Fe+3 1.0000 H2O,,Fe+3 O-2 H+,inorganic_aq,
FeO+,FeO+,FeO+,aq,SSWS97,NA,11/13/1997,cal,-53100,-61000,-11.1,-48.1,-41.8,-3.7118,-16.8408,12.3595,-2.0827,-15.3982,-12.8325,0.7191,1,4,0,-1.0000 FeO+ -2.0000 H+ 1.0000 Fe+3 1.0000 H2O,,Fe+3 O-2,inorganic_aq,
HFeO2,HFeO2,HFeO2,aq,SSWS97,NA,11/13/1997,cal,-101100,-120300,22.2,-74.6,7.2,2.7401,-1.0905,6.1776,-2.7338,-37.83,-18.2305,-0.03,0,4,0,-1.0000 HFeO2 -3.0000 H+ 1.0000 Fe+3 2.0000 H2O,,Fe+3 H+ 2O-2,inorganic_aq,
FeO2-,FeO2-,FeO2-,aq,SSWS97,NA,11/13/1997,cal,-88000,-110700,10.6,-56.3,0.9,2.3837,-1.9602,6.5182,-2.6979,-13.3207,-14.5028,1.4662,-1,4,0,-1.0000 FeO2- -4.0000 H+ 1.0000 Fe+3 2.0000 H2O,,Fe+3 2O-2,inorganic_aq,
CoOH+,CoOH+,CoOH+,aq,SSWS97,NA,11/13/1997,cal,-56025,-68450,-10,24,-16.5,-0.2561,-8.4039,9.0457,-2.4315,26.6839,1.8542,0.7003,1,4,0,-1.0000 CoOH+ -1.0000 H+ 1.0000 Co+2 1.0000 H2O,,Co+2 O-2 H+,inorganic_aq,
CoO,CoO,CoO,aq,SSWS97,NA,11/13/1997,cal,-44000,-58800,-17.8,4.8,-24.2,-1.5566,-11.5736,10.2791,-2.3004,8.7031,-2.0567,-0.03,0,4,0,-1.0000 CoO -2.0000 H+ 1.0000 Co+2 1.0000 H2O,,Co+2 O-2,inorganic_aq,
HCoO2-,HCoO2-,HCoO2-,aq,SSWS97,NA,11/13/1997,cal,-83400,-117100,-25.5,34.1,-18.6,-0.0971,-8.0155,8.8926,-2.4475,44.7712,3.9116,2.0211,-1,4,0,-1.0000 HCoO2- -3.0000 H+ 1.0000 Co+2 2.0000 H2O,,Co+2 H+ 2O-2,inorganic_aq,
CoO2-2,CoO2-2,CoO2-2,aq,SSWS97,NA,11/13/1997,cal,-63200,-99000,-32.7,-31.6,-22.5,-0.059,-7.9219,8.854,-2.4514,21.8518,-9.4714,3.7128,-2,4,0,-1.0000 CoO2-2 -4.0000 H+ 1.0000 Co+2 2.0000 H2O,,Co+2 2O-2,inorganic_aq,
CoOH+2,CoOH+2,CoOH+2,aq,SSWS97,NA,11/13/1997,cal,-23000,-36100,-27.8,-5.5,-24.5,-1.0884,-10.4353,9.8425,-2.3475,16.5492,-4.1549,1.4769,2,4,0,-1.0000 CoOH+2 -1.0000 H+ 1.0000 Co+3 1.0000 H2O,,Co+3 O-2 H+,inorganic_aq,
NiOH+,NiOH+,NiOH+,aq,SSWS97,NA,11/13/1997,cal,-52850,-67650,-18,31,-20.1,-0.7075,-9.5051,9.476,-2.386,31.9091,3.2801,0.8222,1,4,0,-1.0000 NiOH+ -1.0000 H+ 1.0000 Ni+2 1.0000 H2O,,Ni+2 O-2 H+,inorganic_aq,
NiO,NiO,NiO,aq,SSWS97,NA,11/13/1997,cal,-39340,-56230,25,10,-23.3,-1.4334,-11.2786,10.1751,-2.3126,11.7507,-0.9975,-0.03,0,3,0,-1.0000 NiO -2.0000 H+ 1.0000 Ni+2 1.0000 H2O,,Ni+2 O-2,inorganic_aq,
HNiO2-,HNiO2-,HNiO2-,aq,SSWS97,NA,11/13/1997,cal,-81980,-118760,-36,48,-24.2,-0.8143,-9.7619,9.5688,-2.3753,54.2564,6.743,2.1664,-1,4,0,-1.0000 HNiO2- -3.0000 H+ 1.0000 Ni+2 2.0000 H2O,,Ni+2 H+ 2O-2,inorganic_aq,
NiO2-2,NiO2-2,NiO2-2,aq,SSWS97,NA,11/13/1997,cal,-64200,-101800,-38.9,-17.5,-25.8,-0.4814,-8.9493,9.2495,-2.4089,30.9114,-6.5993,3.7992,-2,4,0,-1.0000 NiO2-2 -4.0000 H+ 1.0000 Ni+2 2.0000 H2O,,Ni+2 2O-2,inorganic_aq,
